"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ukraine","2007","Total","Total","Data tabulated by year of registration","Final figure, complete","2008","472657",""
"Ukraine","2007","Total","January","Data tabulated by year of registration","Final figure, complete","2008","37113",""
"Ukraine","2007","Total","February","Data tabulated by year of registration","Final figure, complete","2008","37230",""
"Ukraine","2007","Total","March","Data tabulated by year of registration","Final figure, complete","2008","38032",""
"Ukraine","2007","Total","April","Data tabulated by year of registration","Final figure, complete","2008","35330",""
"Ukraine","2007","Total","May","Data tabulated by year of registration","Final figure, complete","2008","39508",""
"Ukraine","2007","Total","June","Data tabulated by year of registration","Final figure, complete","2008","37097",""
"Ukraine","2007","Total","July","Data tabulated by year of registration","Final figure, complete","2008","45130",""
"Ukraine","2007","Total","August","Data tabulated by year of registration","Final figure, complete","2008","43675",""
"Ukraine","2007","Total","September","Data tabulated by year of registration","Final figure, complete","2008","40163",""
"Ukraine","2007","Total","October","Data tabulated by year of registration","Final figure, complete","2008","44528",""
"Ukraine","2007","Total","November","Data tabulated by year of registration","Final figure, complete","2008","38926",""
"Ukraine","2007","Total","December","Data tabulated by year of registration","Final figure, complete","2008","35925",""
"Ukraine","2006","Total","January","Data tabulated by year of registration","Provisional figure","2006","32979",""
"Ukraine","2006","Total","February","Data tabulated by year of registration","Provisional figure","2006","36291",""
"Ukraine","2006","Total","March","Data tabulated by year of registration","Provisional figure","2006","37361",""
"Ukraine","2006","Total","April","Data tabulated by year of registration","Provisional figure","2006","34710",""
"Ukraine","2006","Total","May","Data tabulated by year of registration","Provisional figure","2006","39404",""
"Ukraine","2006","Total","June","Data tabulated by year of registration","Provisional figure","2006","36954",""
"Ukraine","2006","Total","July","Data tabulated by year of registration","Provisional figure","2006","40850",""
"Ukraine","2006","Total","August","Data tabulated by year of registration","Provisional figure","2006","42659",""
"Ukraine","2006","Total","September","Data tabulated by year of registration","Provisional figure","2006","40733",""
"Ukraine","2006","Total","October","Data tabulated by year of registration","Provisional figure","2007","41443",""
"Ukraine","2006","Total","November","Data tabulated by year of registration","Provisional figure","2007","39205",""
"Ukraine","2006","Total","December","Data tabulated by year of registration","Provisional figure","2007","37779",""
"Ukraine","2005","Total","Total","Data tabulated by year of registration","Final figure, complete","2006","426085",""
"Ukraine","2005","Total","January","Data tabulated by year of registration","Final figure, complete","2006","31984",""
"Ukraine","2005","Total","February","Data tabulated by year of registration","Final figure, complete","2006","33287",""
"Ukraine","2005","Total","March","Data tabulated by year of registration","Final figure, complete","2006","35389",""
"Ukraine","2005","Total","April","Data tabulated by year of registration","Final figure, complete","2006","35959",""
"Ukraine","2005","Total","May","Data tabulated by year of registration","Final figure, complete","2006","34309",""
"Ukraine","2005","Total","June","Data tabulated by year of registration","Final figure, complete","2006","33153",""
"Ukraine","2005","Total","July","Data tabulated by year of registration","Final figure, complete","2006","38434",""
"Ukraine","2005","Total","August","Data tabulated by year of registration","Final figure, complete","2006","38414",""
"Ukraine","2005","Total","September","Data tabulated by year of registration","Final figure, complete","2006","37179",""
"Ukraine","2005","Total","October","Data tabulated by year of registration","Final figure, complete","2006","35705",""
"Ukraine","2005","Total","November","Data tabulated by year of registration","Final figure, complete","2006","36018",""
"Ukraine","2005","Total","December","Data tabulated by year of registration","Final figure, complete","2006","36254",""
"Ukraine","2004","Total","Total","Data tabulated by year of registration","Provisional figure","2005","427259",""
"Ukraine","2004","Total","January","Data tabulated by year of registration","Provisional figure","2004","32280",""
"Ukraine","2004","Total","February","Data tabulated by year of registration","Provisional figure","2004","35312",""
"Ukraine","2004","Total","March","Data tabulated by year of registration","Provisional figure","2004","36119",""
"Ukraine","2004","Total","April","Data tabulated by year of registration","Provisional figure","2004","35994",""
"Ukraine","2004","Total","May","Data tabulated by year of registration","Provisional figure","2004","34194",""
"Ukraine","2004","Total","June","Data tabulated by year of registration","Provisional figure","2004","37023",""
"Ukraine","2004","Total","July","Data tabulated by year of registration","Provisional figure","2004","39590",""
"Ukraine","2004","Total","August","Data tabulated by year of registration","Provisional figure","2004","37509",""
"Ukraine","2004","Total","September","Data tabulated by year of registration","Provisional figure","2004","37464",""
"Ukraine","2004","Total","October","Data tabulated by year of registration","Provisional figure","2004","34822",""
"Ukraine","2004","Total","November","Data tabulated by year of registration","Provisional figure","2004","33253",""
"Ukraine","2004","Total","December","Data tabulated by year of registration","Provisional figure","2004","33699",""
"Ukraine","2003","Total","Total","Data tabulated by year of registration","Provisional figure","2004","408589",""
"Ukraine","2003","Total","January","Data tabulated by year of registration","Provisional figure","2004","33141",""
"Ukraine","2003","Total","February","Data tabulated by year of registration","Provisional figure","2004","31953",""
"Ukraine","2003","Total","March","Data tabulated by year of registration","Provisional figure","2004","32223",""
"Ukraine","2003","Total","April","Data tabulated by year of registration","Provisional figure","2004","32259",""
"Ukraine","2003","Total","May","Data tabulated by year of registration","Provisional figure","2004","34582",""
"Ukraine","2003","Total","June","Data tabulated by year of registration","Provisional figure","2004","31716",""
"Ukraine","2003","Total","July","Data tabulated by year of registration","Provisional figure","2004","39243",""
"Ukraine","2003","Total","August","Data tabulated by year of registration","Provisional figure","2004","34948",""
"Ukraine","2003","Total","September","Data tabulated by year of registration","Provisional figure","2004","35954",""
"Ukraine","2003","Total","October","Data tabulated by year of registration","Provisional figure","2004","36855",""
"Ukraine","2003","Total","November","Data tabulated by year of registration","Provisional figure","2004","31978",""
"Ukraine","2003","Total","December","Data tabulated by year of registration","Provisional figure","2004","33737",""
"Ukraine","2001","Total","Total","Data tabulated by year of registration","Final figure, complete","2001","376478","11"
"Ukraine","2001","Total","January","Data tabulated by year of registration","Final figure, complete","2001","29577",""
"Ukraine","2001","Total","February","Data tabulated by year of registration","Final figure, complete","2001","30752",""
"Ukraine","2001","Total","March","Data tabulated by year of registration","Final figure, complete","2001","31833",""
"Ukraine","2001","Total","April","Data tabulated by year of registration","Final figure, complete","2001","29204",""
"Ukraine","2001","Total","May","Data tabulated by year of registration","Final figure, complete","2001","33253",""
"Ukraine","2001","Total","June","Data tabulated by year of registration","Final figure, complete","2001","28945",""
"Ukraine","2001","Total","July","Data tabulated by year of registration","Final figure, complete","2001","35095",""
"Ukraine","2001","Total","August","Data tabulated by year of registration","Final figure, complete","2001","33222",""
"Ukraine","2001","Total","September","Data tabulated by year of registration","Final figure, complete","2001","31095",""
"Ukraine","2001","Total","October","Data tabulated by year of registration","Final figure, complete","2001","32989",""
"Ukraine","2001","Total","November","Data tabulated by year of registration","Final figure, complete","2001","31498",""
"Ukraine","2001","Total","December","Data tabulated by year of registration","Final figure, complete","2001","29015",""
"Ukraine","1998","Total","Total","Data tabulated by year of registration","Final figure, complete","1999","419238","11"
"Ukraine","1998","Total","January","Data tabulated by year of registration","Final figure, complete","1999","32894",""
"Ukraine","1998","Total","February","Data tabulated by year of registration","Final figure, complete","1999","33645",""
"Ukraine","1998","Total","March","Data tabulated by year of registration","Final figure, complete","1999","33962",""
"Ukraine","1998","Total","April","Data tabulated by year of registration","Final figure, complete","1999","35711",""
"Ukraine","1998","Total","May","Data tabulated by year of registration","Final figure, complete","1999","36089",""
"Ukraine","1998","Total","June","Data tabulated by year of registration","Final figure, complete","1999","35736",""
"Ukraine","1998","Total","July","Data tabulated by year of registration","Final figure, complete","1999","38811",""
"Ukraine","1998","Total","August","Data tabulated by year of registration","Final figure, complete","1999","34397",""
"Ukraine","1998","Total","September","Data tabulated by year of registration","Final figure, complete","1999","36339",""
"Ukraine","1998","Total","October","Data tabulated by year of registration","Final figure, complete","1999","36179",""
"Ukraine","1998","Total","November","Data tabulated by year of registration","Final figure, complete","1999","31891",""
"Ukraine","1998","Total","December","Data tabulated by year of registration","Final figure, complete","1999","33584",""
"Ukraine","1996","Total","Total","Data tabulated by year of registration","Final figure, complete","1997","467211",""
"Ukraine","1996","Total","January","Data tabulated by year of registration","Final figure, complete","1997","36204",""
"Ukraine","1996","Total","February","Data tabulated by year of registration","Final figure, complete","1997","38121",""
"Ukraine","1996","Total","March","Data tabulated by year of registration","Final figure, complete","1997","37285",""
"Ukraine","1996","Total","April","Data tabulated by year of registration","Final figure, complete","1997","37042",""
"Ukraine","1996","Total","May","Data tabulated by year of registration","Final figure, complete","1997","42026",""
"Ukraine","1996","Total","June","Data tabulated by year of registration","Final figure, complete","1997","40075",""
"Ukraine","1996","Total","July","Data tabulated by year of registration","Final figure, complete","1997","42364",""
"Ukraine","1996","Total","August","Data tabulated by year of registration","Final figure, complete","1997","41007",""
"Ukraine","1996","Total","September","Data tabulated by year of registration","Final figure, complete","1997","38994",""
"Ukraine","1996","Total","October","Data tabulated by year of registration","Final figure, complete","1997","40428",""
"Ukraine","1996","Total","November","Data tabulated by year of registration","Final figure, complete","1997","36901",""
"Ukraine","1996","Total","December","Data tabulated by year of registration","Final figure, complete","1997","36764",""
"Ukraine","1995","Total","Total","Data tabulated by year of registration","Final figure, complete","1996","492861",""
"Ukraine","1995","Total","January","Data tabulated by year of registration","Final figure, complete","1996","38867",""
"Ukraine","1995","Total","February","Data tabulated by year of registration","Final figure, complete","1996","41518",""
"Ukraine","1995","Total","March","Data tabulated by year of registration","Final figure, complete","1996","42789",""
"Ukraine","1995","Total","April","Data tabulated by year of registration","Final figure, complete","1996","37331",""
"Ukraine","1995","Total","May","Data tabulated by year of registration","Final figure, complete","1996","44307",""
"Ukraine","1995","Total","June","Data tabulated by year of registration","Final figure, complete","1996","42490",""
"Ukraine","1995","Total","July","Data tabulated by year of registration","Final figure, complete","1996","41184",""
"Ukraine","1995","Total","August","Data tabulated by year of registration","Final figure, complete","1996","41976",""
"Ukraine","1995","Total","September","Data tabulated by year of registration","Final figure, complete","1996","42039",""
"Ukraine","1995","Total","October","Data tabulated by year of registration","Final figure, complete","1996","41980",""
"Ukraine","1995","Total","November","Data tabulated by year of registration","Final figure, complete","1996","39532",""
"Ukraine","1995","Total","December","Data tabulated by year of registration","Final figure, complete","1996","38848",""
"Ukraine","1994","Total","Total","Data tabulated by year of registration","Final figure, complete","1995","521545",""
"Ukraine","1994","Total","January","Data tabulated by year of registration","Final figure, complete","1995","46361",""
"Ukraine","1994","Total","February","Data tabulated by year of registration","Final figure, complete","1995","42292",""
"Ukraine","1994","Total","March","Data tabulated by year of registration","Final figure, complete","1995","46899",""
"Ukraine","1994","Total","April","Data tabulated by year of registration","Final figure, complete","1995","46391",""
"Ukraine","1994","Total","May","Data tabulated by year of registration","Final figure, complete","1995","45974",""
"Ukraine","1994","Total","June","Data tabulated by year of registration","Final figure, complete","1995","45220",""
"Ukraine","1994","Total","July","Data tabulated by year of registration","Final figure, complete","1995","46837",""
"Ukraine","1994","Total","August","Data tabulated by year of registration","Final figure, complete","1995","44426",""
"Ukraine","1994","Total","September","Data tabulated by year of registration","Final figure, complete","1995","42777",""
"Ukraine","1994","Total","October","Data tabulated by year of registration","Final figure, complete","1995","40601",""
"Ukraine","1994","Total","November","Data tabulated by year of registration","Final figure, complete","1995","37047",""
"Ukraine","1994","Total","December","Data tabulated by year of registration","Final figure, complete","1995","36717",""
"Ukraine","1993","Total","Total","Data tabulated by year of registration","Final figure, complete","1994","557467",""
"Ukraine","1993","Total","January","Data tabulated by year of registration","Final figure, complete","1994","50784",""
"Ukraine","1993","Total","February","Data tabulated by year of registration","Final figure, complete","1994","45068",""
"Ukraine","1993","Total","March","Data tabulated by year of registration","Final figure, complete","1994","48493",""
"Ukraine","1993","Total","April","Data tabulated by year of registration","Final figure, complete","1994","47743",""
"Ukraine","1993","Total","May","Data tabulated by year of registration","Final figure, complete","1994","48536",""
"Ukraine","1993","Total","June","Data tabulated by year of registration","Final figure, complete","1994","48050",""
"Ukraine","1993","Total","July","Data tabulated by year of registration","Final figure, complete","1994","51702",""
"Ukraine","1993","Total","August","Data tabulated by year of registration","Final figure, complete","1994","48034",""
"Ukraine","1993","Total","September","Data tabulated by year of registration","Final figure, complete","1994","44924",""
"Ukraine","1993","Total","October","Data tabulated by year of registration","Final figure, complete","1994","43511",""
"Ukraine","1993","Total","November","Data tabulated by year of registration","Final figure, complete","1994","40349",""
"Ukraine","1993","Total","December","Data tabulated by year of registration","Final figure, complete","1994","40268",""
"Ukraine","1992","Total","Total","Data tabulated by year of registration","Final figure, complete","1993","596785",""
"Ukraine","1992","Total","January","Data tabulated by year of registration","Final figure, complete","1993","52158",""
"Ukraine","1992","Total","February","Data tabulated by year of registration","Final figure, complete","1993","47752",""
"Ukraine","1992","Total","March","Data tabulated by year of registration","Final figure, complete","1993","51255",""
"Ukraine","1992","Total","April","Data tabulated by year of registration","Final figure, complete","1993","48121",""
"Ukraine","1992","Total","May","Data tabulated by year of registration","Final figure, complete","1993","51963",""
"Ukraine","1992","Total","June","Data tabulated by year of registration","Final figure, complete","1993","53033",""
"Ukraine","1992","Total","July","Data tabulated by year of registration","Final figure, complete","1993","55013",""
"Ukraine","1992","Total","August","Data tabulated by year of registration","Final figure, complete","1993","52724",""
"Ukraine","1992","Total","September","Data tabulated by year of registration","Final figure, complete","1993","47877",""
"Ukraine","1992","Total","October","Data tabulated by year of registration","Final figure, complete","1993","47998",""
"Ukraine","1992","Total","November","Data tabulated by year of registration","Final figure, complete","1993","45114",""
"Ukraine","1992","Total","December","Data tabulated by year of registration","Final figure, complete","1993","43777",""
"Ukraine","1991","Total","Total","Data tabulated by year of registration","Final figure, complete","1992","630813",""
"Ukraine","1991","Total","January","Data tabulated by year of registration","Final figure, complete","1992","55941",""
"Ukraine","1991","Total","February","Data tabulated by year of registration","Final figure, complete","1992","50055",""
"Ukraine","1991","Total","March","Data tabulated by year of registration","Final figure, complete","1992","54788",""
"Ukraine","1991","Total","April","Data tabulated by year of registration","Final figure, complete","1992","53599",""
"Ukraine","1991","Total","May","Data tabulated by year of registration","Final figure, complete","1992","56293",""
"Ukraine","1991","Total","June","Data tabulated by year of registration","Final figure, complete","1992","55044",""
"Ukraine","1991","Total","July","Data tabulated by year of registration","Final figure, complete","1992","57161",""
"Ukraine","1991","Total","August","Data tabulated by year of registration","Final figure, complete","1992","54087",""
"Ukraine","1991","Total","September","Data tabulated by year of registration","Final figure, complete","1992","50764",""
"Ukraine","1991","Total","October","Data tabulated by year of registration","Final figure, complete","1992","49623",""
"Ukraine","1991","Total","November","Data tabulated by year of registration","Final figure, complete","1992","46619",""
"Ukraine","1991","Total","December","Data tabulated by year of registration","Final figure, complete","1992","46839",""
"Ukraine","1990","Total","Total","Data tabulated by year of registration","Final figure, complete","1991","657202",""
"Ukraine","1990","Total","January","Data tabulated by year of registration","Final figure, complete","1991","59014",""
"Ukraine","1990","Total","February","Data tabulated by year of registration","Final figure, complete","1991","53311",""
"Ukraine","1990","Total","March","Data tabulated by year of registration","Final figure, complete","1991","56505",""
"Ukraine","1990","Total","April","Data tabulated by year of registration","Final figure, complete","1991","55598",""
"Ukraine","1990","Total","May","Data tabulated by year of registration","Final figure, complete","1991","57578",""
"Ukraine","1990","Total","June","Data tabulated by year of registration","Final figure, complete","1991","56591",""
"Ukraine","1990","Total","July","Data tabulated by year of registration","Final figure, complete","1991","59540",""
"Ukraine","1990","Total","August","Data tabulated by year of registration","Final figure, complete","1991","57272",""
"Ukraine","1990","Total","September","Data tabulated by year of registration","Final figure, complete","1991","51327",""
"Ukraine","1990","Total","October","Data tabulated by year of registration","Final figure, complete","1991","51017",""
"Ukraine","1990","Total","November","Data tabulated by year of registration","Final figure, complete","1991","49312",""
"Ukraine","1990","Total","December","Data tabulated by year of registration","Final figure, complete","1991","50137",""
"Ukraine","1989","Total","Total","Data tabulated by year of registration","Final figure, complete","1991","690981",""
"Ukraine","1989","Total","January","Data tabulated by year of registration","Final figure, complete","1991","60481",""
"Ukraine","1989","Total","February","Data tabulated by year of registration","Final figure, complete","1991","55496",""
"Ukraine","1989","Total","March","Data tabulated by year of registration","Final figure, complete","1991","59276",""
"Ukraine","1989","Total","April","Data tabulated by year of registration","Final figure, complete","1991","57783",""
"Ukraine","1989","Total","May","Data tabulated by year of registration","Final figure, complete","1991","60264",""
"Ukraine","1989","Total","June","Data tabulated by year of registration","Final figure, complete","1991","60765",""
"Ukraine","1989","Total","July","Data tabulated by year of registration","Final figure, complete","1991","62432",""
"Ukraine","1989","Total","August","Data tabulated by year of registration","Final figure, complete","1991","60836",""
"Ukraine","1989","Total","September","Data tabulated by year of registration","Final figure, complete","1991","54128",""
"Ukraine","1989","Total","October","Data tabulated by year of registration","Final figure, complete","1991","55007",""
"Ukraine","1989","Total","November","Data tabulated by year of registration","Final figure, complete","1991","51473",""
"Ukraine","1989","Total","December","Data tabulated by year of registration","Final figure, complete","1991","53040",""
"Ukraine","1986","Total","Total","Data tabulated by year of registration","Final figure, complete","1987","792574",""
"Ukraine","1986","Total","January","Data tabulated by year of registration","Final figure, complete","1987","67118",""
"Ukraine","1986","Total","February","Data tabulated by year of registration","Final figure, complete","1987","59899",""
"Ukraine","1986","Total","March","Data tabulated by year of registration","Final figure, complete","1987","68012",""
"Ukraine","1986","Total","April","Data tabulated by year of registration","Final figure, complete","1987","70302",""
"Ukraine","1986","Total","May","Data tabulated by year of registration","Final figure, complete","1987","70556",""
"Ukraine","1986","Total","June","Data tabulated by year of registration","Final figure, complete","1987","67350",""
"Ukraine","1986","Total","July","Data tabulated by year of registration","Final figure, complete","1987","73045",""
"Ukraine","1986","Total","August","Data tabulated by year of registration","Final figure, complete","1987","69075",""
"Ukraine","1986","Total","September","Data tabulated by year of registration","Final figure, complete","1987","63831",""
"Ukraine","1986","Total","October","Data tabulated by year of registration","Final figure, complete","1987","63004",""
"Ukraine","1986","Total","November","Data tabulated by year of registration","Final figure, complete","1987","60243",""
"Ukraine","1986","Total","December","Data tabulated by year of registration","Final figure, complete","1987","60139",""
"Ukraine","1985","Total","Total","Data tabulated by year of registration","Final figure, complete","1986","762775",""
"Ukraine","1985","Total","January","Data tabulated by year of registration","Final figure, complete","1986","65048",""
"Ukraine","1985","Total","February","Data tabulated by year of registration","Final figure, complete","1986","58587",""
"Ukraine","1985","Total","March","Data tabulated by year of registration","Final figure, complete","1986","66074",""
"Ukraine","1985","Total","April","Data tabulated by year of registration","Final figure, complete","1986","65716",""
"Ukraine","1985","Total","May","Data tabulated by year of registration","Final figure, complete","1986","68319",""
"Ukraine","1985","Total","June","Data tabulated by year of registration","Final figure, complete","1986","65623",""
"Ukraine","1985","Total","July","Data tabulated by year of registration","Final figure, complete","1986","70072",""
"Ukraine","1985","Total","August","Data tabulated by year of registration","Final figure, complete","1986","68000",""
"Ukraine","1985","Total","September","Data tabulated by year of registration","Final figure, complete","1986","61733",""
"Ukraine","1985","Total","October","Data tabulated by year of registration","Final figure, complete","1986","61240",""
"Ukraine","1985","Total","November","Data tabulated by year of registration","Final figure, complete","1986","56733",""
"Ukraine","1985","Total","December","Data tabulated by year of registration","Final figure, complete","1986","55630",""
"Ukraine","1984","Total","Total","Data tabulated by year of registration","Final figure, complete","1985","792035",""
"Ukraine","1984","Total","January","Data tabulated by year of registration","Final figure, complete","1985","65675",""
"Ukraine","1984","Total","February","Data tabulated by year of registration","Final figure, complete","1985","62713",""
"Ukraine","1984","Total","March","Data tabulated by year of registration","Final figure, complete","1985","67964",""
"Ukraine","1984","Total","April","Data tabulated by year of registration","Final figure, complete","1985","66516",""
"Ukraine","1984","Total","May","Data tabulated by year of registration","Final figure, complete","1985","70618",""
"Ukraine","1984","Total","June","Data tabulated by year of registration","Final figure, complete","1985","68443",""
"Ukraine","1984","Total","July","Data tabulated by year of registration","Final figure, complete","1985","73181",""
"Ukraine","1984","Total","August","Data tabulated by year of registration","Final figure, complete","1985","70877",""
"Ukraine","1984","Total","September","Data tabulated by year of registration","Final figure, complete","1985","65027",""
"Ukraine","1984","Total","October","Data tabulated by year of registration","Final figure, complete","1985","62268",""
"Ukraine","1984","Total","November","Data tabulated by year of registration","Final figure, complete","1985","59796",""
"Ukraine","1984","Total","December","Data tabulated by year of registration","Final figure, complete","1985","58957",""
"Ukraine","1983","Total","Total","Data tabulated by year of registration","Final figure, complete","1984","807111",""
"Ukraine","1983","Total","January","Data tabulated by year of registration","Final figure, complete","1984","66732",""
"Ukraine","1983","Total","February","Data tabulated by year of registration","Final figure, complete","1984","60181",""
"Ukraine","1983","Total","March","Data tabulated by year of registration","Final figure, complete","1984","70474",""
"Ukraine","1983","Total","April","Data tabulated by year of registration","Final figure, complete","1984","69789",""
"Ukraine","1983","Total","May","Data tabulated by year of registration","Final figure, complete","1984","72202",""
"Ukraine","1983","Total","June","Data tabulated by year of registration","Final figure, complete","1984","69146",""
"Ukraine","1983","Total","July","Data tabulated by year of registration","Final figure, complete","1984","74149",""
"Ukraine","1983","Total","August","Data tabulated by year of registration","Final figure, complete","1984","71430",""
"Ukraine","1983","Total","September","Data tabulated by year of registration","Final figure, complete","1984","65217",""
"Ukraine","1983","Total","October","Data tabulated by year of registration","Final figure, complete","1984","64941",""
"Ukraine","1983","Total","November","Data tabulated by year of registration","Final figure, complete","1984","61392",""
"Ukraine","1983","Total","December","Data tabulated by year of registration","Final figure, complete","1984","61458",""
"Ukraine","1982","Total","Total","Data tabulated by year of registration","Final figure, complete","1983","745591",""
"Ukraine","1982","Total","January","Data tabulated by year of registration","Final figure, complete","1983","63568",""
"Ukraine","1982","Total","February","Data tabulated by year of registration","Final figure, complete","1983","56645",""
"Ukraine","1982","Total","March","Data tabulated by year of registration","Final figure, complete","1983","62016",""
"Ukraine","1982","Total","April","Data tabulated by year of registration","Final figure, complete","1983","62581",""
"Ukraine","1982","Total","May","Data tabulated by year of registration","Final figure, complete","1983","66429",""
"Ukraine","1982","Total","June","Data tabulated by year of registration","Final figure, complete","1983","64322",""
"Ukraine","1982","Total","July","Data tabulated by year of registration","Final figure, complete","1983","66661",""
"Ukraine","1982","Total","August","Data tabulated by year of registration","Final figure, complete","1983","64268",""
"Ukraine","1982","Total","September","Data tabulated by year of registration","Final figure, complete","1983","59544",""
"Ukraine","1982","Total","October","Data tabulated by year of registration","Final figure, complete","1983","58853",""
"Ukraine","1982","Total","November","Data tabulated by year of registration","Final figure, complete","1983","60007",""
"Ukraine","1982","Total","December","Data tabulated by year of registration","Final figure, complete","1983","60697",""
"Ukraine","1981","Total","Total","Data tabulated by year of registration","Final figure, complete","1982","733183",""
"Ukraine","1981","Total","January","Data tabulated by year of registration","Final figure, complete","1982","62402",""
"Ukraine","1981","Total","February","Data tabulated by year of registration","Final figure, complete","1982","56265",""
"Ukraine","1981","Total","March","Data tabulated by year of registration","Final figure, complete","1982","62167",""
"Ukraine","1981","Total","April","Data tabulated by year of registration","Final figure, complete","1982","62322",""
"Ukraine","1981","Total","May","Data tabulated by year of registration","Final figure, complete","1982","65884",""
"Ukraine","1981","Total","June","Data tabulated by year of registration","Final figure, complete","1982","65298",""
"Ukraine","1981","Total","July","Data tabulated by year of registration","Final figure, complete","1982","66895",""
"Ukraine","1981","Total","August","Data tabulated by year of registration","Final figure, complete","1982","63006",""
"Ukraine","1981","Total","September","Data tabulated by year of registration","Final figure, complete","1982","58389",""
"Ukraine","1981","Total","October","Data tabulated by year of registration","Final figure, complete","1982","57685",""
"Ukraine","1981","Total","November","Data tabulated by year of registration","Final figure, complete","1982","56422",""
"Ukraine","1981","Total","December","Data tabulated by year of registration","Final figure, complete","1982","56448",""
"Ukraine","1980","Total","Total","Data tabulated by year of registration","Final figure, complete","1991","742489",""
"Ukraine","1980","Total","January","Data tabulated by year of registration","Final figure, complete","1991","61261",""
"Ukraine","1980","Total","February","Data tabulated by year of registration","Final figure, complete","1991","56037",""
"Ukraine","1980","Total","March","Data tabulated by year of registration","Final figure, complete","1991","62350",""
"Ukraine","1980","Total","April","Data tabulated by year of registration","Final figure, complete","1991","65089",""
"Ukraine","1980","Total","May","Data tabulated by year of registration","Final figure, complete","1991","67458",""
"Ukraine","1980","Total","June","Data tabulated by year of registration","Final figure, complete","1991","65304",""
"Ukraine","1980","Total","July","Data tabulated by year of registration","Final figure, complete","1991","68145",""
"Ukraine","1980","Total","August","Data tabulated by year of registration","Final figure, complete","1991","64793",""
"Ukraine","1980","Total","September","Data tabulated by year of registration","Final figure, complete","1991","59506",""
"Ukraine","1980","Total","October","Data tabulated by year of registration","Final figure, complete","1991","59808",""
"Ukraine","1980","Total","November","Data tabulated by year of registration","Final figure, complete","1991","56821",""
"Ukraine","1980","Total","December","Data tabulated by year of registration","Final figure, complete","1991","55917",""
"United Kingdom of Great Britain and Northern Ireland","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","775908","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","64839","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","59258","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","64156","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","61823","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","65665","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","63822","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","67683","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","66131","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","68461","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","68148","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","62340","15,16"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","63582","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","812970","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","69732","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","63373","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","68050","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","64804","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","69902","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","66336","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","69045","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","69293","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","69498","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","71094","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","66677","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","65166","15,16"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2013","0","15,16"
